1.229856093567265107e+00 1.709710182016016822e-01 4.922615877065939394e+00 6.221187149935357041e+00 6.471581512757037302e+00 1.461140791383045701e-01 4.406104096524539493e+00 3.993997863953902883e+00 1.012241778607519960e-02 5.652611017669160631e+00
2.911750212805093163e+00 1.826152659014572910e+00 4.637114604722136768e+00 7.682134077797534211e+00 3.309745814779923023e+00 3.714172626627857188e+00 5.096600610363800632e-01 2.806719947757646771e+00 1.940924385939794439e+00 3.101711900410649481e+00
1.566866677237935379e+00 4.274510965423020892e+00 1.649635432720894190e+00 2.297078269503480374e+00 1.698987067108382876e+00 4.662171566652573595e+00 3.349048732171235887e+00 4.440286239002963597e+00 1.248183539173866735e-01 2.607698783568793033e+00
3.780734345555373022e+00 3.875478612198282935e+00 2.468633644034418269e-03 1.868705038729400192e+00 2.305780244226979914e+00 1.876487406594168350e-02 3.539102818344484064e-02 4.517791327750733998e+00 3.823709349666798651e+00 1.419062123249928087e+00
2.872036751127830634e+00 3.625557149611496666e+00 3.362057598702031136e+00 6.302044908043039406e+00 4.553352110640338068e+00 4.329600492572549975e+00 3.369868126598016822e-01 1.345635483032984636e+00 2.496712241601249715e+00 2.006009149898376087e+00
1.752152800858824966e+00 5.856796224714711840e+00 4.134470828251346486e-01 2.584800119552266739e+00 1.288002241953897009e+00 4.606760046368789219e+00 1.204354725244547453e+00 3.031674997057650423e+00 9.160050649593058925e-01 2.505619574874489164e+00
1.103071150435472214e+00 1.579903095068926552e-02 3.337268327382627575e+00 8.146739916011116467e-01 3.525269528797146279e+00 5.407328245216844742e+00 4.207982779896981995e+00 1.686372087198277692e+00 4.203943762296716180e+00 2.490799425535682232e+00
7.378894575350226859e+00 2.152831679453341973e+00 1.426006783685433765e+00 1.725362443451036731e-02 7.461664805409952417e-02 8.317780806176525155e-03 1.613415270991545580e-01 1.067350496915216551e+00 4.779115789126590741e+00 1.081737156723769910e+00
3.576971446976556113e+00 2.811029695409289708e+00 3.390495013117318657e-02 8.414720677667530957e-02 7.221298309380424385e+00 3.674470274443654427e-02 4.531306889525676951e-02 3.298574820746788205e+00 6.001790674421617844e+00 3.844525969713286084e-02
1.047042187688149495e+00 1.407952980896495454e+00 3.688150808043186402e+00 1.066266869230870357e-02 1.403254635358953450e+00 5.723450817212314412e+00 5.035543862507876334e+00 1.431361683873648927e+00 2.409336467809111149e+00 4.498289769650731240e-01
2.192131261958990329e+00 1.491366667983158534e+00 1.894763772409791880e+00 2.797010961611642532e+00 4.594614740582980694e+00 2.317806927698303543e+00 4.851016817690240401e+00 4.511889818712550237e+00 2.198719941771030278e-02 3.717463821643466559e+00
1.596905252107879911e-02 5.466678146185008913e-01 6.592214430286690297e-01 3.387425131272287615e+00 3.585894153069058010e+00 4.447623224422877719e+00 2.435215998484197453e+00 4.227389770721288187e+00 6.941390798231486414e+00 2.240093904807920921e+00
2.646359821613974289e-02 6.083125899947293469e+00 5.045854579021630260e-01 3.176668609645759034e+00 1.586702452563200749e+00 2.563511353987431018e+00 2.035298326838510530e+00 3.586118135074635838e+00 1.609517983347087178e+00 1.128481323418093485e+00
6.834338241297595040e-01 3.087487874862825457e-02 2.014640421332624776e+00 1.812410098222266397e+00 3.344796600538548770e+00 5.677833447667634204e+00 4.152588345083350063e+00 3.459702292256758405e+00 3.961609380660005453e+00 1.966058523491124754e+00
4.259874471380152627e+00 9.430748639281089085e-01 1.882266373717608410e+00 6.087624692774191715e+00 2.450716995136914989e+00 1.679097643219876090e+00 1.866634056932164665e+00 5.721091448858159012e+00 1.281502829429302492e+00 4.753657977032470505e+00
2.126512453879293219e+00 2.138293758112010501e+00 5.318231149054189366e+00 6.956953104026950108e+00 3.654331329314734589e+00 4.296231762031360368e+00 5.730069717330295020e-01 1.153068077482671816e+00 3.472007584754421394e+00 2.267236445715568038e+00
2.822606341592082124e+00 1.905860702032327048e+00 5.646315298285994544e+00 6.089715062157013747e+00 4.476774176891265000e+00 2.875216255521519049e+00 1.103809295775579846e+00 1.158480164698832082e+00 1.333604615545663341e+00 2.883551987658454330e+00
1.265005574028893243e+00 4.124448466722014928e+00 1.854342653452601075e+00 2.195561495530077512e+00 2.271670020867707862e+00 1.721552243976181007e+00 3.910077072446439317e+00 4.495441668423411308e+00 1.798016447978454613e+00 1.379031882242317056e-02
1.379634694484379587e+00 1.250189854563524161e+00 3.048099591222902305e+00 5.484179854971184653e+00 4.503597932368053947e+00 3.251378701135461569e+00 4.638006145724260065e+00 3.159867310122878692e+00 4.090731785542488924e-02 3.302967694941134180e+00
1.242178710296252042e+00 4.281853416054551609e+00 6.870667575857567932e+00 1.199834697395913752e+00 2.778532732884598566e+00 1.146299673520008611e+00 7.992405550933263658e-01 1.582285525614527621e+00 2.191938691700860087e+00 8.475174951756978103e+00
1.759961232900528749e+00 3.539294286042269366e+00 5.271684538286908861e+00 6.994065495086425166e+00 4.196235431096397406e+00 3.396893917354921744e+00 2.414750021610566622e-01 1.044672486642864273e+00 2.772865686652248307e+00 3.459571505249747769e+00
2.502538946929503891e-02 4.967904920493901422e+00 1.871856183931731865e-02 8.263414628026825859e-02 2.390777116349020182e-02 9.252883274475586228e-01 4.779149019612254357e+00 3.437527431581006293e-03 3.771366195973466784e+00 2.216612720758993210e-02
4.952387009341144841e-01 6.126370664091244755e+00 1.645607221232121331e+00 1.708498778842566734e+00 2.721735245267317693e-01 2.413999939470030665e+00 3.569914406650132932e+00 5.243049868204098019e+00 2.808439107824251338e-02 2.003732344400441928e-02
2.183461318412978969e+00 1.025538438945108766e+00 2.436511859417549886e+00 6.552145570593712165e+00 4.464332029413982994e+00 4.431202309022385322e+00 6.276092285552837824e-01 2.989010164635632183e+00 3.822461421024180517e+00 4.222592551651218606e+00
2.132787921539578857e+00 4.232247757489179030e+00 3.281480157443035672e+00 7.013101133107085161e+00 1.336483068454365597e+00 1.592579176635533500e+00 8.806228178562908182e-01 1.820998992895965118e+00 3.896982154275609123e+00 2.893626603500208283e+00
3.169184670780687441e+00 1.503660406146618334e+00 5.031362746799583618e+00 7.570355117258449340e+00 3.550946406534904121e+00 2.126946894957785439e+00 2.149905749706842339e+00 2.513233568205431645e+00 1.250338197425136855e+00 3.063849217634711852e+00
3.471815961863635280e+00 8.978242515074400520e-01 3.759762617871628798e+00 6.735573827624519616e+00 4.519794715003500940e+00 4.897885198237358573e+00 1.019474136798899977e+00 1.117968819152064475e+00 2.439624722432340409e+00 2.714301238508011416e+00
1.520382347532691192e+00 2.330577316773188468e+00 3.890428975052241611e+00 4.264272510788452708e-03 2.000059515135157007e+00 6.395032696612119594e+00 3.312048481240262632e+00 1.442107829881925651e+00 1.882268450141319827e+00 3.745262383106954390e-02
4.201195993979236931e+00 4.831114723635258207e-02 1.647584933814506103e+00 1.728229706257788933e-02 7.607874726057443304e+00 1.042399682569826513e+00 2.095090917137038655e+00 3.512517115980893667e+00 5.862817212091394836e+00 6.743343763749346520e-01
3.754113465210710654e+00 2.430900977899409732e+00 5.487166985781056772e-01 2.522324175469622953e-02 7.646829942293872584e+00 4.523213507874966899e-01 3.911276484539667059e-02 3.448342911396117039e+00 6.173772921615509723e+00 1.474244338053956882e-01
6.939883154684333810e+00 1.689607446383061262e+00 2.896192934774051597e+00 1.529002905832032855e-01 1.216331320312231679e+00 6.529603520354377855e-01 5.536978908840101132e-01 9.744776707932479853e-01 5.266682019615403831e+00 7.783999980203102353e-01
2.452653549715540393e+00 3.240285621019514117e+00 3.806523781307714627e-01 3.673622835984723806e-02 4.247617110308409515e-03 5.133332940168093550e-03 3.709997952202950700e+00 5.146980550994725324e-03 4.364305015629152074e+00 2.515198629241233164e+00
1.219213260015705735e+00 3.994901013933616074e+00 6.864419864218112899e+00 1.281004673865311361e+00 3.005900625734956311e+00 1.114220377429747444e+00 3.745669651023310343e-02 8.583767535358175493e-01 2.810257167020549396e+00 8.540987978790070656e+00
2.110060640071150129e+00 2.845047487504936412e-01 3.045828717638400462e+00 7.291229984668397890e+00 6.104449665724817287e+00 3.735317797335564904e+00 2.663098361401775360e+00 2.752475669048748408e+00 2.592073456652104646e+00 2.475254671969411735e+00
6.623566891810832580e+00 3.099958550217609243e+00 2.640840590670572863e-01 6.241210692871619614e-02 2.381226469786319022e+00 4.645511053293606807e+00 4.467826742350171076e-01 3.394980386810455997e+00 4.406579087260881905e-02 4.504889876103431057e+00
2.461221574153510741e-02 5.251522730190260724e+00 1.115926231960326920e+00 2.186524657082875134e+00 1.866411192223512705e+00 3.633322473071672665e+00 3.628249071258587310e+00 4.127807384997152162e+00 9.159011190856548579e-01 1.018695356418672704e+00
1.267146253099435960e+00 3.277964135604624740e+00 3.346155377066347913e+00 1.194953600192173671e+00 2.115128003204347351e+00 6.073326947284481747e+00 2.693525859841892967e+00 4.026164989252128956e-02 1.879440023496504963e+00 5.886555925340781759e-01
6.843725937500476642e-01 2.909489667909211374e-01 7.151592446594959851e-01 3.013587828278706304e+00 3.247608508145344519e+00 5.436682483091395568e+00 2.271724059473322122e+00 4.197037765892642547e+00 5.872773478217908405e+00 3.261990031098575216e+00
1.956732340233401146e+00 3.654078206421490282e+00 2.167702311015431871e+00 3.291750046182575939e+00 3.296355673016872601e+00 3.208217479170695441e+00 3.769323869835432550e+00 5.139071147257457950e-01 3.010006116985703528e+00 1.243827523355459791e-02
9.196576634618610843e-03 3.652912486323723229e+00 7.248471577398873045e+00 9.858108584508323835e-01 2.884276536896420051e+00 1.593147217968640339e+00 4.882480877891317572e-01 8.761460742099389520e-01 2.955649769573994945e+00 9.732619580596905351e+00
2.905750324476963353e+00 2.146633110624856844e+00 3.436279409719592781e+00 2.829309921503714076e+00 4.988617289087843965e+00 1.851600369591811096e-02 4.242649396193769462e+00 3.171646605099593064e+00 6.326139155679606496e-01 2.531581748902258955e+00
2.612274622965825799e+00 2.630861327340093592e+00 3.696862580705623930e-02 8.376663988243601006e-03 4.954021990157563948e+00 5.064805781914561572e-02 1.075189534020119186e+00 5.019514306206979803e+00 5.139647558665591198e+00 1.874708590748470183e+00
1.770346611906599810e+00 2.320855528532922207e+00 2.376409814155568956e+00 3.311276746451827929e-02 2.267315769108765977e+00 6.703920348679095476e+00 3.688725962772100964e+00 1.441923191089971912e+00 2.460082713598389148e+00 2.099293741805381350e-02
2.589893111959614469e+00 1.963574526735417214e+00 3.817641222611501739e+00 8.169805286816298917e+00 3.159278970431221190e+00 3.503512364714165273e+00 1.661021460998711285e+00 2.117386878455238985e+00 3.596618906263084448e+00 2.868136414352002728e+00
5.198472813949504001e+00 1.521328457391242853e-02 7.385673879683650966e+00 1.767118546271226665e+00 4.167848835768666049e-01 2.139611135313100945e-02 2.058552893946746121e+00 7.661382248404543738e+00 1.279135459140619213e+00 2.508478913422891754e+00
1.383100079690920303e+00 2.998531661479625576e+00 5.298246487882949829e+00 2.080424197036407907e+00 4.391297793279037798e+00 2.529589189104006763e+00 1.051185976376166176e+00 1.978819973024162460e+00 6.966852648801074022e-01 8.385737549438482930e+00
3.307220721725951051e+00 2.796005829229372797e+00 2.615949651595954606e+00 8.133928916892426031e+00 3.810244506169263357e+00 3.146793894514853029e+00 1.158425216180527739e+00 1.568684434258511284e-01 2.917137480615816791e+00 3.592107299479820881e+00
3.154714974918236159e+00 2.700420049494797858e+00 5.258322083961955329e+00 3.347993216308400743e+00 5.570059365031094778e-01 2.351229603377099409e+00 2.262507222022490438e+00 3.112620996942549123e+00 2.882014849159159287e+00 1.580128237475934005e+00
2.366720108035794912e+00 8.417385101385432833e-01 3.506927843029181258e+00 4.109598356785096662e+00 3.355402180609107221e-02 1.844170948276536715e+00 3.185824315017724007e-02 5.948718346211003372e+00 7.190001168729498460e+00 3.157800152403730465e+00
1.319755509695051510e+00 3.484715358733838197e+00 3.896236426895922644e+00 7.431493816187331625e+00 3.704203509642278735e+00 4.395649854634624987e+00 7.229450581161983580e-01 7.384536335044408206e-01 3.426570209160097136e+00 3.219022960667623057e+00
2.051705118904560532e+00 4.097787877668779721e+00 2.609734935279417814e-02 2.583670180768054880e+00 1.402054166479489883e+00 5.985183450875289246e+00 1.605125197543639581e+00 3.940111579682826104e+00 1.525498451428835445e+00 2.903067572595736223e+00
3.411627051551780615e-03 1.667045211735824983e+00 2.012956518795871175e-01 3.463066418596766560e+00 2.248836591738707646e+00 4.377410575913823543e+00 2.253164846545218758e+00 4.342961144923866534e+00 6.746334203005456942e+00 2.538147400546948429e+00
1.638529176407604315e-01 2.964182964295213107e+00 1.540658850139481340e+00 5.783959662388585832e-01 3.303529210520120968e-02 4.592556833903783664e-01 6.175175869057708766e+00 5.499640557732810020e-02 4.330562819408503294e+00 4.583105035857138604e-02
9.217608392690298524e-01 4.292887701086724128e+00 3.631008274305789651e+00 4.977150974282462670e+00 2.004420485197630164e+00 4.196706624087179760e-01 2.885442811498371896e+00 1.248121376555811901e+00 6.362432513707775295e-01 5.704630763672168925e+00
7.410133937237033841e+00 1.546192314952548053e+00 1.691394312161769831e+00 8.573359912387557014e-01 2.349186038783856123e+00 5.103632436486621238e+00 6.080933885670404271e-01 2.709905460966846480e+00 3.886710666080610190e-03 3.933775627809580122e+00
