2.511594294670299821e+00 1.096189375534402377e-01 3.327468015670743462e+00 3.703780983306764085e+00 3.800509494622898110e+00
6.226546255155999354e+00 1.524726511208664759e+00 1.139488638026183054e+00 2.668928724492493298e+00 1.110650796938122742e+00
3.105967126926150623e+00 4.012859213726991392e+00 1.503227767791195241e-02 3.151638937017835040e+00 5.446390392791244039e+00
2.661350343828702059e+00 4.622910251403411941e+00 1.693577121785325712e+00 4.686386584197577143e+00 7.114809434761774076e-01
2.603862056037657080e+00 4.418638228820724656e+00 1.998753137632345966e+00 3.048365625429669268e-01 6.411818530955545548e+00
3.994992008049424115e+00 6.348902183919369335e-01 4.689165022181073894e+00 2.092150321303170468e+00 8.233305536781216905e-01
3.281275335525527304e+00 2.978474086788822639e+00 1.000922925881806286e-01 2.788170909105396778e+00 6.209619616260004804e+00
4.559589291514523079e-01 2.361707316769175335e+00 2.387671963206356551e+00 4.615700566428859730e+00 4.640080444014058614e+00
1.009953492617836401e+00 3.907970798491333664e+00 1.022790437190260970e+00 5.917783238269019641e+00 2.942700151492584570e+00
3.680636659539728406e+00 1.230938473574944680e+00 1.786861429497105913e+00 5.012857357499205690e+00 1.834089176417967426e+00
8.008275260516543037e-01 4.539709279084291005e+00 2.665321169395287182e+00 1.410099348187282109e+00 4.567898935737773058e+00
2.761750682158708337e+00 3.953491360101447860e+00 1.355619464525910534e+00 9.826305121819931543e-01 7.085322107544147485e+00
3.510361704133487581e+00 4.396318303151430129e+00 6.688290005895463075e-01 8.495662501121512555e-01 5.348740178983875104e+00
4.438398621526314258e+00 1.100224229690272004e+00 2.826587794814345411e+00 3.576176476903253576e+00 9.126125200052697117e-01
1.340594599922380503e+00 2.492194853302983848e+00 1.276886754085073905e+00 5.018280203731010580e+00 4.221898270400679998e+00
1.292670694441920620e+00 1.580871615247268380e+00 2.210850177699928309e+00 5.126250678005669137e+00 4.420984173585811305e+00
2.336944481514482863e+00 6.190731136269281620e+00 1.279959326836430655e+00 2.079884083828713592e+00 1.440238189523569412e+00
1.251963593221839588e+00 3.631594836346826227e+00 1.707230515980597829e+00 4.609490314130824551e+00 3.873066106308056700e+00
1.232790294242875229e+00 5.969282929576994690e+00 8.986709066037913418e-01 5.308744057106997261e+00 1.778810119336003692e-01
3.381216648294900651e+00 5.551265362089890409e+00 4.453116488716808985e-01 5.279143770225955379e+00 2.045286362944610525e-01
1.363612645619229014e+00 5.128172886915237427e+00 1.607059705081882672e+00 2.790408842050798643e+00 4.809801611648412134e+00
1.171765060519454282e+00 4.606905675425667646e+00 2.666217104828056073e+00 3.030225158542437125e+00 1.827473222062741209e+00
2.887362790939061452e-01 3.114494955113156660e+00 1.442494193833682825e+00 5.314268776675305617e+00 3.989914796965021715e+00
2.028064976244180251e+00 1.253819075289760443e+00 1.472042556790225110e+00 5.353018179731403592e+00 3.759259566469135727e+00
3.079804050832935403e+00 5.597682998870994631e+00 1.733730225140445613e+00 2.075129056344002521e-01 3.390547445860990994e+00
1.919035880263122218e+00 4.671050124877974774e+00 4.805888787596748757e-01 2.546503687888219236e+00 6.197264032717397342e+00
1.282946510540266816e-01 6.591064521988045932e-01 5.557517671177396146e+00 3.833652963930544555e+00 6.159513587266554104e-03
1.443532535099895320e+00 5.637040947191629403e-01 4.491859016485907574e+00 3.971990848791753237e+00 1.918116041008107286e+00
3.956954225238028311e+00 2.633611173674233807e+00 3.384194490126205324e+00 9.988536547378062957e-01 3.394051515705741373e+00
4.061020355721622899e+00 8.243035191318048849e-01 4.577575550268393911e+00 1.830042486161572945e+00 4.229953505019414667e-02
2.921536243645489250e+00 1.691447574099277651e-01 6.079066783203711744e+00 1.836065251230732720e+00 5.275689326541197488e-01
9.184177231504756511e-01 4.839078374659847803e+00 3.742325845123306127e+00 1.431487666863181726e-02 4.288366264369717129e+00
2.850874138787047762e+00 3.506447353544220213e+00 2.096419193294781991e+00 6.008260967080120141e-01 5.143479918709592091e+00
2.517246414901932461e+00 2.863699373609971843e+00 8.301499200894405517e-01 3.021282377489364901e+00 5.712041842227175259e+00
2.032715649375062217e+00 4.817803156723832636e+00 8.743548479271040508e-01 2.207662277786002658e+00 4.771818041717382108e+00
4.336059796284904344e+00 1.536354479953663033e+00 3.604655822834714751e+00 2.839394270382600283e+00 7.699549138903688528e-01
1.894084215461673049e+00 6.243112203847033470e+00 5.674794993118724429e-02 4.543632455534680759e+00 3.656714976468858347e-02
1.100504053127077553e+00 4.721793855944827811e+00 3.876849220474440028e+00 5.266989734602836593e-02 4.023135880469103753e+00
5.922967577532092243e+00 2.358326407960570581e+00 1.316174033138649113e+00 1.611704147091622685e+00 2.227385263326610687e+00
4.237113457913372017e+00 1.493676803602337566e+00 3.927444663848774109e+00 2.426216899429100682e+00 9.700085178323909485e-01
3.278922982211017079e+00 9.761383571756258870e-03 1.874676624941228331e+00 5.084677001443790978e+00 1.831666542287280208e+00
2.788338469163598177e+00 3.474397421049749468e+00 1.650362523620006128e+00 1.107804559823039492e+00 5.467407982661079302e+00
3.633753384200006931e+00 5.027854128291600055e-01 4.217287685181001500e+00 2.188380907097582817e+00 3.334760735097681117e+00
7.323720440195118364e+00 1.963517008256683294e+00 1.472586967199226438e-01 2.060397347412699531e+00 2.321679082035408737e+00
9.341810474562457500e-01 4.890765000431911425e+00 4.340039074729201474e+00 2.265297411938827499e-01 1.629928993616204691e+00
2.261455916320388226e+00 5.406552379324438995e+00 2.325532633259240978e+00 2.158429610985893810e+00 1.928057029207791651e+00
2.566300410875589133e+00 3.193433310426140315e-01 5.182319221296432410e+00 3.163854319663339965e+00 6.833493372856522807e-01
9.858491044093316003e-01 4.460813906712292720e+00 4.256987247971132149e+00 1.044060878794661473e+00 1.612365194144216307e+00
