label_index	winner_index	loser_index	evaluator_index
815	41	54	107
816	41	54	84
817	41	54	75
818	41	54	74
819	41	54	116
820	6	54	51
821	6	54	69
822	6	54	75
823	6	54	39
824	6	54	40
825	6	54	40
826	6	54	64
827	2	54	51
828	2	54	135
829	2	54	95
830	2	54	113
831	2	54	149
832	2	54	80
833	2	54	88
834	2	54	99
835	2	54	85
836	2	54	40
837	2	54	138
838	2	54	59
839	28	54	113
840	28	54	91
841	28	54	43
842	28	54	75
843	28	54	74
844	28	54	48
845	28	54	167
846	20	48	131
847	20	48	122
848	20	48	78
849	20	48	13
850	20	48	31
851	20	48	31
852	20	48	45
853	20	48	121
854	20	48	110
855	20	48	75
856	20	48	85
857	67	48	105
858	67	48	65
859	67	48	93
860	67	48	40
861	67	48	40
862	67	48	40
863	67	48	18
864	67	48	124
865	34	48	122
866	34	48	156
867	34	48	78
868	34	48	80
869	34	48	53
870	34	48	53
871	34	48	60
872	34	48	68
873	34	48	74
874	34	48	77
875	64	48	156
876	64	48	13
877	64	48	84
878	64	48	74
879	64	48	83
880	64	48	48
881	64	48	40
882	52	48	78
883	52	48	88
884	52	48	53
885	52	48	60
886	52	48	93
887	16	48	122
888	16	48	122
889	16	48	13
890	16	48	31
891	16	48	45
892	16	48	45
893	16	48	99
894	16	48	99
895	16	48	91
896	16	48	91
897	16	48	84
898	16	48	94
899	16	48	109
900	12	48	131
901	12	48	78
902	12	48	45
903	12	48	107
904	12	48	15
905	26	48	113
906	26	48	139
907	26	48	45
908	26	48	105
909	26	48	170
910	26	48	3
911	26	48	84
912	26	48	84
913	26	48	85
914	26	48	93
915	26	48	15
916	26	48	138
917	43	48	127
918	43	48	31
919	43	48	31
920	43	48	45
921	43	48	45
922	43	48	45
923	43	48	99
924	43	48	53
925	43	48	53
926	43	48	84
927	43	48	101
928	43	48	15
929	43	48	108
930	43	48	41
931	74	48	131
932	74	48	113
933	74	48	149
934	74	48	149
935	74	48	31
936	74	48	130
937	74	48	43
938	74	48	87
939	74	48	151
940	74	48	151
941	74	48	4
942	74	48	40
943	74	48	64
944	74	48	37
945	74	48	124
946	32	48	23
947	32	48	149
948	32	48	76
949	32	48	88
950	32	48	161
951	32	48	105
952	32	48	151
953	32	48	112
954	32	48	93
955	32	48	37
956	32	48	138
957	32	48	109
958	66	48	58
959	66	48	76
960	66	48	55
961	66	48	99
962	66	48	91
963	66	48	158
964	66	48	48
965	66	48	64
966	35	48	95
967	35	48	13
968	35	48	88
969	35	48	88
970	35	48	107
971	35	48	22
972	35	48	37
973	35	48	90
974	5	48	135
975	5	48	78
976	5	48	88
977	5	48	160
978	45	48	122
979	45	48	14
980	45	48	107
981	45	48	34
982	45	48	60
983	45	48	101
984	45	48	63
985	45	48	111
986	45	48	124
987	11	48	91
988	11	48	169
989	11	48	170
990	11	48	60
991	11	48	75
992	11	48	74
