-0.000000000000000000e+00 1.000000000000000000e+00
-0.000000000000000000e+00 1.000000000000000000e+00
5.833498958086841268e-01 8.122209668926292370e-01
-0.000000000000000000e+00 1.000000000000000000e+00
-0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 -0.000000000000000000e+00
-0.000000000000000000e+00 1.000000000000000000e+00
-0.000000000000000000e+00 1.000000000000000000e+00
-0.000000000000000000e+00 1.000000000000000000e+00
8.837126643583370633e-01 4.680298354300602148e-01
4.914313688350248066e-01 8.709163046613227488e-01
1.000000000000000000e+00 -0.000000000000000000e+00
-0.000000000000000000e+00 1.000000000000000000e+00
-0.000000000000000000e+00 1.000000000000000000e+00
-0.000000000000000000e+00 1.000000000000000000e+00
9.999971774513509715e-01 2.375939673313430273e-03
-0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 -0.000000000000000000e+00
-0.000000000000000000e+00 1.000000000000000000e+00
9.967935551262389060e-01 8.001630120665101376e-02
1.000000000000000000e+00 -0.000000000000000000e+00
1.000000000000000000e+00 -0.000000000000000000e+00
-0.000000000000000000e+00 1.000000000000000000e+00
3.392142535662532321e-01 9.407091421781175189e-01
3.181179499772575636e-01 9.480511430836772169e-01
-0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 -0.000000000000000000e+00
1.000000000000000000e+00 -0.000000000000000000e+00
7.657590947656612856e-01 6.431275214012187602e-01
9.667769898469137368e-01 2.556213056506444481e-01
1.000000000000000000e+00 -0.000000000000000000e+00
9.903924076871047921e-01 1.382854974165392825e-01
-0.000000000000000000e+00 1.000000000000000000e+00
2.839121416045258250e-01 9.588502989776513941e-01
3.178974310185710972e-01 9.481251095460940803e-01
7.250529296551158076e-01 6.886931458919377524e-01
7.250475860254458615e-02 9.973680664528951079e-01
9.885704767518241898e-01 1.507594524222971299e-01
1.000000000000000000e+00 -0.000000000000000000e+00
3.028826282619710986e-01 9.530278660653740408e-01
1.000000000000000000e+00 -0.000000000000000000e+00
2.810455709623351297e-03 9.999960506615535039e-01
1.685039819271754447e-01 9.857009729500556539e-01
9.740584185059216749e-01 2.262967020036810162e-01
1.459283357977359252e-01 9.892951636449575092e-01
3.501142548835382007e-01 9.367070024972293796e-01
1.000000000000000000e+00 -0.000000000000000000e+00
3.931304077765974125e-01 9.194827254937454342e-01
1.000000000000000000e+00 -0.000000000000000000e+00
1.000000000000000000e+00 -0.000000000000000000e+00
-0.000000000000000000e+00 1.000000000000000000e+00
4.752506453492473804e-01 8.798504555293041873e-01
1.000000000000000000e+00 -0.000000000000000000e+00
9.733917442517915353e-01 2.291473591871726334e-01
9.756275826745819391e-01 2.194329508632458237e-01
1.000000000000000000e+00 -0.000000000000000000e+00
1.000000000000000000e+00 -0.000000000000000000e+00
1.000000000000000000e+00 -0.000000000000000000e+00
1.000000000000000000e+00 -0.000000000000000000e+00
-0.000000000000000000e+00 1.000000000000000000e+00
-0.000000000000000000e+00 1.000000000000000000e+00
9.086359695400945125e-01 4.175891220541217974e-01
9.811993135731897908e-01 1.929971684857088865e-01
7.759012291208748913e-01 6.308544068552708328e-01
9.798556745713111749e-01 1.997069277977119306e-01
1.000000000000000000e+00 -0.000000000000000000e+00
