label_index	winner_index	loser_index	evaluator_index
700	76	33	14
701	76	33	58
702	76	33	63
703	76	33	63
704	76	33	8
705	76	33	102
706	70	48	23
707	70	48	23
708	70	48	4
709	70	48	111
710	70	48	86
711	70	48	119
712	70	48	53
713	70	48	153
714	70	48	142
715	70	48	84
716	70	48	145
717	70	48	167
718	70	48	61
719	70	48	56
720	70	48	102
721	43	48	48
722	43	48	42
723	43	48	89
724	43	48	33
725	43	48	8
726	43	48	87
727	43	48	60
728	43	48	164
729	77	48	23
730	77	48	147
731	77	48	72
732	77	48	127
733	77	48	111
734	77	48	63
735	77	48	63
736	77	48	76
737	77	48	85
738	77	48	92
739	77	48	133
740	77	48	133
741	26	48	21
742	26	48	30
743	26	48	87
744	26	48	87
745	26	48	167
746	34	48	147
747	34	48	72
748	34	48	159
749	34	48	141
750	34	48	86
751	34	48	113
752	34	48	129
753	34	48	63
754	34	48	82
755	34	48	10
756	34	48	64
757	59	48	23
758	59	48	48
759	59	48	161
760	59	48	57
761	59	48	42
762	59	48	42
763	59	48	33
764	59	48	33
765	59	48	153
766	59	48	84
767	56	48	137
768	56	48	72
769	56	48	159
770	56	48	176
771	56	48	19
772	69	48	23
773	69	48	138
774	69	48	171
775	69	48	21
776	69	48	159
777	69	48	111
778	69	48	161
779	69	48	58
780	69	48	119
781	69	48	8
782	69	48	133
783	69	48	122
784	38	48	107
785	38	48	127
786	38	48	79
787	38	48	86
788	38	48	30
789	38	48	53
790	38	48	82
791	38	48	84
792	38	48	73
793	38	48	133
794	54	48	111
795	54	48	113
796	54	48	89
797	54	48	47
798	54	48	3
799	54	48	87
800	54	48	117
801	54	48	17
802	28	48	23
803	28	48	97
804	28	48	97
805	28	48	41
806	28	48	52
807	28	48	52
808	28	48	152
809	28	48	99
810	28	48	40
811	28	48	33
812	28	48	140
813	36	48	23
814	36	48	107
815	36	48	127
816	36	48	14
817	36	48	57
818	36	48	42
819	36	48	84
820	36	48	169
821	36	48	150
822	36	48	167
823	36	48	67
824	0	48	23
825	0	48	171
826	0	48	147
827	0	48	159
828	0	48	159
829	0	48	161
830	0	48	104
831	0	48	8
832	0	48	150
833	0	48	102
834	0	48	148
835	0	48	67
836	47	48	171
837	47	48	4
838	47	48	41
839	47	48	32
840	47	48	30
841	47	48	126
842	47	48	82
843	47	48	82
844	47	48	167
845	47	48	167
846	47	48	123
847	47	48	102
848	73	48	161
849	73	48	161
850	73	48	15
851	73	48	8
852	73	48	43
853	73	48	150
854	73	48	150
855	73	48	102
856	4	48	23
857	4	48	171
858	4	48	97
859	4	48	79
860	4	48	30
861	4	48	110
862	4	48	145
863	4	48	167
864	4	48	61
865	4	48	102
866	46	48	23
867	46	48	111
868	46	48	85
869	46	48	82
870	46	48	98
871	46	48	10
872	46	48	102
873	74	48	52
874	74	48	161
875	74	48	40
876	74	48	89
877	74	48	102
878	74	48	148
879	9	48	171
880	9	48	107
881	9	48	97
882	9	48	14
883	9	48	30
884	9	48	89
885	9	48	85
886	9	48	149
887	9	48	84
888	9	48	84
889	9	48	87
890	9	48	150
891	9	48	123
892	53	48	23
893	53	48	86
894	53	48	99
895	53	48	126
896	53	48	126
897	53	48	89
898	53	48	33
899	53	48	33
900	53	48	82
901	53	48	153
902	39	48	4
903	39	48	107
904	39	48	159
905	39	48	65
906	39	48	99
907	39	48	33
908	39	48	33
909	39	48	59
910	39	48	49
911	39	48	158
912	39	48	13
913	39	48	10
914	39	48	133
915	51	48	4
916	51	48	14
917	51	48	42
918	51	48	42
919	51	48	89
920	51	48	89
921	51	48	153
922	51	48	140
923	51	48	87
924	51	48	102
925	79	48	21
926	79	48	111
927	79	48	82
928	79	48	82
929	79	48	8
930	79	48	13
931	79	48	133
932	79	48	133
933	79	48	68
934	52	48	147
935	52	48	147
936	52	48	137
937	52	48	137
938	52	48	159
939	52	48	57
940	52	48	32
941	52	48	30
942	52	48	98
943	52	48	133
944	52	48	95
945	52	48	116
946	58	48	107
947	58	48	159
948	58	48	127
949	58	48	158
950	58	48	150
951	58	48	70
952	58	48	148
953	58	48	67
954	58	48	67
955	78	48	21
956	78	48	21
957	78	48	159
958	78	48	14
959	78	48	58
960	78	48	87
961	78	48	150
962	78	48	133
963	78	48	134
964	33	48	171
965	33	48	159
966	33	48	52
967	33	48	79
968	33	48	86
