1.302495485092206584e+00 1.902885988728936495e-01
1.528337911811146865e+00 1.736833456016871668e+00
6.673518315763911357e-02 8.281352934825768342e-02
4.422050589891987071e-01 1.058831329531354948e+00
3.508111631927050555e-01 1.399940240134040392e+00
1.275087298542902925e+00 -2.550708888393488083e-01
3.845989807405041372e-01 9.538793516994971133e-01
-6.815511170165504395e-02 4.189184188997718272e-01
9.426714001021505585e-01 6.886395124547538549e-01
8.230712427560138433e-01 2.923752349888653512e+00
2.106823833668501678e+00 4.462014833972127725e-01
5.189046794539686758e-02 7.227159890873507964e-02
2.308030642299793711e-01 6.842435839345372139e-01
-2.420993020355579825e-02 8.273521491550267504e-02
1.449980130009390855e+00 7.939505748300582644e-01
1.627227144557727101e+00 7.440292038943813711e-03
-6.038188511124029795e-02 -1.652392840979591271e-02
1.932382154669142649e+00 5.338772601778112303e-01
2.996534967337032007e-02 1.262201991607460674e-02
1.833565003619476386e+00 -1.249377922839875477e-01
2.050527990689723357e+00 1.937707551280044016e-01
7.529905033491108846e-01 7.069723719191617350e-01
-3.614598225211821531e-02 2.376590619243190261e+00
3.220394726457419310e+00 7.444728066096593933e-02
1.340484920381323608e+00 4.973173139597951709e-01
-3.180486960304177053e-03 -3.177002170941599368e-02
8.780067388065618816e-01 3.491132846855350413e-01
5.102256530693860537e-01 1.190657828909551519e+00
-1.506873208140904925e-02 1.215291877758269523e+00
2.964782783566667357e-01 4.814743005442206347e-01
2.745411587330306435e+00 1.740938668148106216e-01
1.409494031146947268e+00 2.087008440426656897e+00
2.126135244245951572e+00 1.760007184311429204e-02
4.027043745605332625e-01 -8.178114189716654270e-01
2.221591639397059836e+00 -3.104860773389104267e-01
4.482007524604010862e-01 2.451040846814954044e+00
9.798896017667946268e-01 -3.117245785667328573e-01
6.672839095828979605e-01 -9.564084153133273203e-01
1.561744944525487844e+00 -2.494053264648081192e-01
5.016988707760048349e-01 1.556187694550241973e+00
2.009881125948010272e+00 -7.619615830149027713e-02
5.199836908170314409e-01 1.504542401700628806e+00
-5.179300968794035148e-02 3.196951600795872733e-02
5.946265748494647951e-01 1.241134267232809840e+00
-1.001953771885329303e+00 9.974948995254900863e-01
9.311411733630431398e-01 7.334629028515283755e-01
1.295076732650680684e+00 -5.530873914351875920e-01
4.244630926212167310e-01 2.113245458341666272e-01
3.405660508665885544e+00 8.702457228296386349e-01
3.858026949437538544e-01 1.054350829727931593e+00
-5.191803115218117382e-02 8.104226741613401730e-02
4.603572280531335187e-02 -5.278559405540042548e-02
-6.611963997264096171e-02 1.146879621521473824e+00
