2.848340635081495487e-01 3.654806779911655701e-01 8.861678341491262545e-01
2.240135740017545063e-01 6.394940492891235673e-01 7.354354353624528162e-01
3.090473753826464276e-01 -0.000000000000000000e+00 9.510466443708729400e-01
4.139391793634870642e-01 5.465394061201520048e-02 9.086623699501709117e-01
-0.000000000000000000e+00 7.006540976190306358e-01 7.135011110640696597e-01
1.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
-0.000000000000000000e+00 9.998549032583337048e-01 1.703444834058757268e-02
-0.000000000000000000e+00 9.991323343401907753e-01 4.164827098357520158e-02
6.649588581047237712e-01 4.058631163667330011e-01 6.269807395774971148e-01
2.378360452760638621e-01 7.358856919850782496e-01 6.339607747322262288e-01
9.184304746661515750e-01 -0.000000000000000000e+00 3.955824354094952811e-01
6.455246392180451487e-01 7.637394452052432836e-01 -0.000000000000000000e+00
-0.000000000000000000e+00 -0.000000000000000000e+00 1.000000000000000000e+00
9.249976931291100657e-01 -0.000000000000000000e+00 3.799727196863278977e-01
9.309423265638304690e-01 3.651662226459183036e-01 1.202099586422622658e-04
-0.000000000000000000e+00 5.463676992531726340e-01 8.375454239698253422e-01
-0.000000000000000000e+00 6.173527950862433000e-01 7.866864218983335988e-01
6.838479536331909525e-01 6.084459307006834239e-02 7.270831532952986009e-01
4.974744471640221710e-01 5.992548978762424206e-02 8.654063265845493014e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 1.000000000000000000e+00
-0.000000000000000000e+00 -0.000000000000000000e+00 1.000000000000000000e+00
-0.000000000000000000e+00 7.043513926873519182e-01 7.098514743376868052e-01
6.768437232271408144e-01 7.227564082478147300e-01 1.396629824425204558e-01
1.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
6.292767599273686452e-01 7.771812912154492103e-01 -0.000000000000000000e+00
1.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
-0.000000000000000000e+00 8.537073763761559020e-01 5.207530273756846295e-01
3.394749567768608478e-01 1.157793975646530943e-01 9.334623103376559206e-01
-0.000000000000000000e+00 5.951540600063507380e-01 8.036116256363872168e-01
9.993547136225552352e-01 3.591874664267382528e-02 -0.000000000000000000e+00
5.165327798039599516e-01 8.562674158158732896e-01 -0.000000000000000000e+00
-0.000000000000000000e+00 -0.000000000000000000e+00 1.000000000000000000e+00
1.159472335861009146e-01 7.605073930933350379e-01 6.388933745736530279e-01
5.137896400630956872e-01 8.579161997327213740e-01 -0.000000000000000000e+00
7.401963038459556943e-01 6.616100529875722502e-01 1.199231819064506682e-01
3.165831424288151896e-01 9.485647652795757834e-01 -0.000000000000000000e+00
9.962413325198200553e-01 2.088518555088890449e-02 8.406554825633646977e-02
6.881976150413195992e-01 1.802408264134911231e-01 7.027782631422385684e-01
7.450508872251743187e-01 6.670076277262355635e-01 -0.000000000000000000e+00
9.567609724667962556e-01 -0.000000000000000000e+00 2.908753024311113156e-01
8.940926194119177550e-01 -0.000000000000000000e+00 4.478821138571350557e-01
1.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
1.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
1.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
-0.000000000000000000e+00 -0.000000000000000000e+00 1.000000000000000000e+00
-0.000000000000000000e+00 1.000000000000000000e+00 -0.000000000000000000e+00
1.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
2.122294920285185960e-01 6.020326828706423772e-01 7.697501487293739730e-01
2.335406492049169336e-01 9.723470394714770482e-01 -0.000000000000000000e+00
5.911039190139216748e-01 8.065954109256902038e-01 -0.000000000000000000e+00
9.626595396646761005e-01 2.707149990166672904e-01 -0.000000000000000000e+00
-0.000000000000000000e+00 -0.000000000000000000e+00 1.000000000000000000e+00
1.370299695079404412e-01 9.905669020599532359e-01 -0.000000000000000000e+00
6.674560845597684589e-01 -0.000000000000000000e+00 7.446491624813279531e-01
8.666470300010072902e-01 -0.000000000000000000e+00 4.989217627949630307e-01
-0.000000000000000000e+00 8.095138036830946682e-01 5.871008445288832256e-01
1.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
-0.000000000000000000e+00 -0.000000000000000000e+00 1.000000000000000000e+00
9.279924541357388312e-01 3.725989869378723007e-01 -0.000000000000000000e+00
8.259145900469001544e-01 5.637952553433391856e-01 -0.000000000000000000e+00
6.705878015317534580e-01 -0.000000000000000000e+00 7.418301695380216110e-01
8.443022734587580791e-01 -0.000000000000000000e+00 5.358672139927692646e-01
8.031056227626437449e-01 5.958366879330495580e-01 -0.000000000000000000e+00
5.077288853783885614e-01 -0.000000000000000000e+00 8.615169057844535017e-01
2.083680719111907775e-01 -0.000000000000000000e+00 9.780504826480137526e-01
-0.000000000000000000e+00 1.000000000000000000e+00 -0.000000000000000000e+00
9.755005474533325893e-01 2.199970043392596164e-01 -0.000000000000000000e+00
